Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
EDWARDIAN PARASOL PINK,2436,321,11872.810000000001,81.2,568.4
EDWARDIAN PARASOL RED,6029,622,28557.920000000002,200.96666666666667,1406.7666666666667
EDWARDIAN PHOTO FRAME,87,31,543.75,2.9,20.3
EDWARDIAN TOILET ROLL UNIT ,161,29,838.35,5.366666666666666,37.56666666666666
EGG CUP HENRIETTA HEN CREAM ,580,28,664.52,19.333333333333332,135.33333333333331
EGG CUP HENRIETTA HEN PINK,187,18,233.75,6.233333333333333,43.63333333333333
EGG CUP MILKMAID HEIDI,784,46,919.52,26.133333333333333,182.93333333333334
EGG CUP MILKMAID HELGA ,348,31,435.0,11.6,81.2
EGG CUP MILKMAID INGRID,587,42,703.51,19.566666666666666,136.96666666666667
EGG CUP NATURAL CHICKEN,1400,149,1194.64,46.666666666666664,326.66666666666663
EGG FRYING PAN BLUE ,150,58,312.0,5.0,35.0
EGG FRYING PAN IVORY ,358,81,722.5600000000001,11.933333333333334,83.53333333333333
EGG FRYING PAN MINT ,169,60,351.52000000000004,5.633333333333334,39.43333333333334
EGG FRYING PAN PINK ,199,63,415.97,6.633333333333334,46.43333333333334
EGG FRYING PAN RED ,405,91,820.32,13.5,94.5
EIGHT PIECE CREEPY CRAWLIE SET,810,119,1007.94,27.0,189.0
EIGHT PIECE DINOSAUR SET,1691,188,2072.71,56.36666666666667,394.56666666666666
EIGHT PIECE SNAKE  SET,1060,146,1283.96,35.333333333333336,247.33333333333334
ELEPHANT BIRTHDAY CARD ,1080,72,449.88,36.0,252.0
ELEPHANT CARNIVAL POUFFE,130,54,1837.8999999999999,4.333333333333333,30.333333333333332
ELEPHANT CLIP W SUCTION CUP,34,11,14.28,1.1333333333333333,7.933333333333334
ELEPHANT TOY WITH BLUE T-SHIRT,160,78,595.68,5.333333333333333,37.33333333333333
"ELEPHANT, BIRTHDAY CARD, ",6890,398,2782.92,229.66666666666666,1607.6666666666665
ELVIS WALLHANGING / CURTAIN,297,34,371.25,9.9,69.3
EMBOSSED FLOWER TRELLIS PHOTO FRAME,5,3,12.75,0.16666666666666666,1.1666666666666665
EMBOSSED GLASS TEALIGHT HOLDER,4259,289,5162.34,141.96666666666667,993.7666666666667
EMBOSSED HEART 3 DRAWER SHELF,159,89,2012.85,5.3,37.1
EMBOSSED HEART TRINKET BOX,221,35,444.02000000000004,7.366666666666666,51.56666666666666
EMBROIDERED REINDEER DECORATION,18,6,28.0,0.6,4.2
EMBROIDERED RIBBON REEL CLAIRE,219,19,755.01,7.3,51.1
EMBROIDERED RIBBON REEL DAISY ,558,59,1075.3799999999999,18.6,130.20000000000002
EMBROIDERED RIBBON REEL EMILY ,524,85,1046.42,17.466666666666665,122.26666666666665
EMBROIDERED RIBBON REEL RACHEL ,357,41,954.9300000000001,11.9,83.3
EMBROIDERED RIBBON REEL REBECCA ,312,51,860.88,10.4,72.8
EMBROIDERED RIBBON REEL ROSIE,484,49,921.46,16.133333333333333,112.93333333333334
EMBROIDERED RIBBON REEL RUBY ,165,30,585.63,5.5,38.5
EMBROIDERED RIBBON REEL SALLY ,458,62,909.14,15.266666666666667,106.86666666666667
EMBROIDERED RIBBON REEL SOPHIE  ,291,40,1025.01,9.7,67.89999999999999
EMBROIDERED RIBBON REEL SUSIE ,556,62,1072.96,18.533333333333335,129.73333333333335
EMERGENCY FIRST AID TIN ,2502,294,3099.4,83.4,583.8000000000001
EMPIRE BIRTHDAY CARD,4812,311,1939.47,160.4,1122.8
EMPIRE DESIGN ROSETTE,4518,66,3948.9199999999996,150.6,1054.2
EMPIRE GIFT WRAP,8225,260,3340.5,274.1666666666667,1919.1666666666667
EMPIRE TEDDY,1,1,6.95,0.03333333333333333,0.23333333333333334
EMPIRE TISSUE BOX,3039,242,2152.81,101.3,709.1
EMPIRE UNION JACK TV DINNER TRAY,1221,188,4079.4700000000003,40.7,284.90000000000003
ENAMEL BLUE RIM BISCUIT BIN,271,94,1281.25,9.033333333333333,63.233333333333334
ENAMEL BLUE RIM COFFEE CONTAINER,307,50,446.03000000000003,10.233333333333333,71.63333333333333
ENAMEL BLUE RIM OVAL TRAY SET/2,48,38,407.52,1.6,11.200000000000001
ENAMEL BLUE RIM TEA CONTAINER,81,22,162.48000000000002,2.7,18.900000000000002
ENAMEL BOWL PANTRY,24,2,30.0,0.8,5.6000000000000005
ENAMEL BREAD BIN CREAM,1300,559,15621.65,43.333333333333336,303.33333333333337
ENAMEL CAT BOWL CREAM,52,3,157.8,1.7333333333333334,12.133333333333333
ENAMEL COLANDER CREAM,692,240,3352.01,23.066666666666666,161.46666666666667
ENAMEL COLLANDER CREAM,115,21,527.25,3.8333333333333335,26.833333333333336
ENAMEL DINNER PLATE PANTRY,12,1,19.799999999999997,0.4,2.8000000000000003
ENAMEL DOG BOWL CREAM,76,3,300.48,2.533333333333333,17.733333333333334
ENAMEL FIRE BUCKET CREAM,421,158,2910.9300000000003,14.033333333333333,98.23333333333333
ENAMEL FLOWER JUG CREAM,3039,702,17471.23,101.3,709.1
ENAMEL JUG PANTRY,8,2,30.0,0.26666666666666666,1.8666666666666667
ENAMEL MEASURING JUG CREAM,2149,526,8867.29,71.63333333333334,501.4333333333334
ENAMEL MUG PANTRY,12,1,15.0,0.4,2.8000000000000003
ENAMEL PINK COFFEE CONTAINER,1117,104,1282.36,37.233333333333334,260.6333333333333
ENAMEL PINK SUGAR CONTAINER,391,47,581.58,13.033333333333333,91.23333333333333
ENAMEL PINK TEA CONTAINER,1037,110,1297.81,34.56666666666667,241.9666666666667
ENAMEL WASH BOWL CREAM,1182,273,4073.3,39.4,275.8
ENAMEL WATERING CAN CREAM,1288,303,5916.4400000000005,42.93333333333333,300.5333333333333
ENCHANTED BIRD COATHANGER 5 HOOK,2201,437,9326.33,73.36666666666666,513.5666666666666
ENCHANTED BIRD PLANT CAGE,432,112,1464.0,14.4,100.8
ENCHANTED GARDEN WROUGHT IRON TABLE,5,4,74.75,0.16666666666666666,1.1666666666666665
ENGLISH ROSE DESIGN PEG BAG,2262,320,4478.780000000001,75.4,527.8000000000001
ENGLISH ROSE DESIGN QUILTED THROW,306,45,4391.1,10.2,71.39999999999999
ENGLISH ROSE DESIGN SHOPPING BAG,1,1,2.55,0.03333333333333333,0.23333333333333334
ENGLISH ROSE EDWARDIAN PARASOL,505,1,1515.0,16.833333333333332,117.83333333333333
ENGLISH ROSE GARDEN SECATEURS,2580,263,2769.64,86.0,602.0
ENGLISH ROSE HOT WATER BOTTLE,2018,408,8191.91,67.26666666666667,470.8666666666667
ENGLISH ROSE IRONING BOARD COVER,104,41,390.0,3.466666666666667,24.266666666666666
ENGLISH ROSE METAL WASTE BIN,136,60,401.20000000000005,4.533333333333333,31.733333333333334
ENGLISH ROSE MUG IN GIFT BOX,143,10,232.89,4.766666666666667,33.36666666666667
ENGLISH ROSE NOTEBOOK A6 SIZE,575,48,300.15000000000003,19.166666666666668,134.16666666666669
ENGLISH ROSE NOTEBOOK A7 SIZE,4478,413,1881.58,149.26666666666668,1044.8666666666668
ENGLISH ROSE PHOTO FRAME ,14,7,65.10000000000001,0.4666666666666667,3.2666666666666666
ENGLISH ROSE PLACEMATS,107,25,382.05,3.566666666666667,24.96666666666667
ENGLISH ROSE SCENTED HANGING FLOWER,440,60,442.0,14.666666666666666,102.66666666666666
ENGLISH ROSE SCENTED HANGING HEART,49,27,208.25,1.6333333333333333,11.433333333333334
ENGLISH ROSE SCISSORS,4372,37,871.4,145.73333333333332,1020.1333333333332
ENGLISH ROSE SET/3 GARDEN TOOLS,3,2,23.85,0.1,0.7000000000000001
ENGLISH ROSE SMALL SCENTED FLOWER,280,49,238.0,9.333333333333334,65.33333333333334
ENGLISH ROSE SPIRIT LEVEL ,989,105,940.83,32.96666666666667,230.76666666666668
ENGLISH ROSE TABLE CLOCK,136,6,307.2,4.533333333333333,31.733333333333334
ENGLISH ROSE TABLE CLOTH,207,66,2096.55,6.9,48.300000000000004
ENGLISH ROSE TAPE MEASURE,256,47,315.44,8.533333333333333,59.733333333333334
ENGLISH ROSE TEA FOR ONE GIFT BOX,1,1,6.75,0.03333333333333333,0.23333333333333334
ENGLISH ROSE TEA SET IN GIFT BOX,49,15,207.69,1.6333333333333333,11.433333333333334
ENGLISH ROSE TORCH,526,13,193.1,17.533333333333335,122.73333333333335
ENVELOPE 50 BLOSSOM IMAGES,1859,118,1080.99,61.96666666666667,433.76666666666665
ENVELOPE 50 CURIOUS IMAGES,931,56,590.11,31.033333333333335,217.23333333333335
ENVELOPE 50 ROMANTIC IMAGES,924,53,599.64,30.8,215.6
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,51,1017.18,377.8333333333333,2644.833333333333
ETCHED GLASS BIRD TREE DECORATION,806,66,1007.5,26.866666666666667,188.06666666666666
ETCHED GLASS COASTER,2130,116,1465.3799999999999,71.0,497.0
ETCHED GLASS DROPLET DECORATION,1905,39,851.23,63.5,444.5
ETCHED GLASS STAR TREE DECORATION,885,79,1106.25,29.5,206.5
EUCALYPTUS & PINECONE  WREATH,742,82,2232.7000000000003,24.733333333333334,173.13333333333333
F FAIRY POTPOURRI CUSHIONS LAVENDER,170,8,137.54000000000002,5.666666666666667,39.66666666666667
F FAIRY POTPOURRI CUSHIONS SUMMER,1,1,1.69,0.03333333333333333,0.23333333333333334
F.FAIRY S/3 CANDLE/GLASS,110,11,226.5,3.6666666666666665,25.666666666666664
"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,15,476.4,7.733333333333333,54.13333333333333
"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",193,9,380.35,6.433333333333334,45.03333333333333
"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",177,8,349.15000000000003,5.9,41.300000000000004
"F.FAIRY S/3 SML CANDLE, LAVENDER",1,1,5.95,0.03333333333333333,0.23333333333333334
"F.FAIRY S/3 SML CANDLE, ROSE",1,1,5.95,0.03333333333333333,0.23333333333333334
"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,1,5.95,0.03333333333333333,0.23333333333333334
"F.FAIRY,CANDLE IN GLASS,LAVENDER",3,2,12.75,0.1,0.7000000000000001
"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",1,1,4.25,0.03333333333333333,0.23333333333333334
FAIRY CAKE BIRTHDAY CANDLE SET,1500,288,5337.0,50.0,350.0
FAIRY CAKE CANDLES,3841,125,5230.61,128.03333333333333,896.2333333333333
FAIRY CAKE CERAMIC BUTTER DISH,192,25,523.2,6.4,44.800000000000004
FAIRY CAKE DESIGN UMBRELLA,1137,274,4138.17,37.9,265.3
FAIRY CAKE FLANNEL ASSORTED COLOUR,12532,408,23322.62,417.73333333333335,2924.133333333333
FAIRY CAKE GREETINGS CARD,809,55,335.46,26.966666666666665,188.76666666666665
FAIRY CAKE NOTEBOOK A5 SIZE,721,107,612.8499999999999,24.033333333333335,168.23333333333335
FAIRY CAKE PLACEMATS,100,22,355.8,3.3333333333333335,23.333333333333336
FAIRY CAKE PLACEMATS ,75,21,262.05,2.5,17.5
FAIRY CAKE WICKER PICNIC BASKET ,33,26,420.75,1.1,7.700000000000001
FAIRY CAKES  WALL THERMOMETER,28,10,71.39999999999999,0.9333333333333333,6.533333333333333
FAIRY CAKES GIFT BAG,117,11,49.14,3.9,27.3
FAIRY CAKES NOTEBOOK A6 SIZE,2566,248,1570.97,85.53333333333333,598.7333333333333
FAIRY CAKES NOTEBOOK A7 SIZE,2861,224,1149.68,95.36666666666666,667.5666666666666
FAIRY CAKES PHOTO FRAME,83,2,103.75,2.7666666666666666,19.366666666666667
FAIRY CAKES RECTANGLUAR BOXES,38,23,226.1,1.2666666666666666,8.866666666666667
FAIRY CAKES ROUND NESTING BOXES,52,19,293.8,1.7333333333333334,12.133333333333333
FAIRY CAKES TABLE CLOCK,19,8,170.04999999999998,0.6333333333333333,4.433333333333334
FAIRY CAKES TILE COASTER,125,19,156.25,4.166666666666667,29.166666666666668
FAIRY DESIGN MUGS,1,1,1.25,0.03333333333333333,0.23333333333333334
FAIRY DREAMS INCENSE ,2391,67,485.86,79.7,557.9
FAIRY SOAP SOAP HOLDER,1819,226,2932.99,60.63333333333333,424.43333333333334
FAIRY TALE COTTAGE NIGHT LIGHT,912,81,1717.1999999999998,30.4,212.79999999999998
FAIRY TALE COTTAGE NIGHTLIGHT,4208,227,7389.599999999999,140.26666666666668,981.8666666666668
FAMILY ALBUM WHITE PICTURE FRAME,2094,570,16676.94,69.8,488.59999999999997
FAMILY PHOTO FRAME CORNICE,1114,320,10310.189999999999,37.13333333333333,259.93333333333334
FAN BLACK FRAME ,254,26,73.66,8.466666666666667,59.266666666666666
"FANCY FONT BIRTHDAY CARD, ",10430,544,4186.92,347.6666666666667,2433.666666666667
FANCY FONT HOME SWEET HOME DOORMAT,622,128,3822.5,20.733333333333334,145.13333333333333
FANCY FONTS BIRTHDAY WRAP,17450,483,6957.0,581.6666666666666,4071.6666666666665
FANNY'S REST STOPMETAL SIGN,2312,354,4695.3,77.06666666666666,539.4666666666667
FAUX FUR CHOCOLATE THROW,86,46,1454.7,2.8666666666666667,20.066666666666666
FAWN AND MUSHROOM GREETING CARD,1088,82,456.96,36.266666666666666,253.86666666666667
FAWN BLUE HOT WATER BOTTLE,7526,834,21779.5,250.86666666666667,1756.0666666666666
"FEATHER DUSTER, COAL BLACK",170,26,212.5,5.666666666666667,39.66666666666667
"FEATHER DUSTER, LIGHT PINK",10,6,12.5,0.3333333333333333,2.333333333333333
FEATHER HEART LIGHTS,1,1,2.95,0.03333333333333333,0.23333333333333334
"FEATHER PEN,COAL BLACK",3843,175,2321.47,128.1,896.6999999999999
"FEATHER PEN,HOT PINK",6048,247,3787.7599999999998,201.6,1411.2
"FEATHER PEN,LIGHT PINK",3238,164,2014.56,107.93333333333334,755.5333333333333
FELT EGG COSY BLUE RABBIT ,1187,108,973.0699999999999,39.56666666666667,276.9666666666667
FELT EGG COSY CHICKEN,1734,185,1477.02,57.8,404.59999999999997
FELT EGG COSY LADYBIRD ,722,43,484.34,24.066666666666666,168.46666666666667
FELT EGG COSY WHITE RABBIT ,1753,150,1412.57,58.43333333333333,409.0333333333333
FELT FARM ANIMAL CHICKEN,846,83,1025.58,28.2,197.4
FELT FARM ANIMAL HEN,478,33,358.46,15.933333333333334,111.53333333333333
FELT FARM ANIMAL RABBIT,1113,71,1000.77,37.1,259.7
FELT FARM ANIMAL SHEEP,322,25,243.14,10.733333333333333,75.13333333333333
FELT FARM ANIMAL WHITE BUNNY ,1803,88,865.7099999999999,60.1,420.7
FELT TOADSTOOL  SMALL,998,87,848.3,33.266666666666666,232.86666666666667
FELT TOADSTOOL LARGE,1294,112,1581.02,43.13333333333333,301.93333333333334
FELTCRAFT 6 FLOWER FRIENDS,12174,1189,24248.29,405.8,2840.6
FELTCRAFT BOY JEAN-PAUL KIT,349,117,1711.23,11.633333333333333,81.43333333333334
FELTCRAFT BUTTERFLY HEARTS,12605,1026,17238.05,420.1666666666667,2941.166666666667
FELTCRAFT CHRISTMAS FAIRY,3286,547,13462.18,109.53333333333333,766.7333333333333
FELTCRAFT CUSHION BUTTERFLY,5357,679,18865.21,178.56666666666666,1249.9666666666667
FELTCRAFT CUSHION OWL,5312,771,19128.13,177.06666666666666,1239.4666666666667
FELTCRAFT CUSHION RABBIT,5420,677,19282.55,180.66666666666666,1264.6666666666665
FELTCRAFT DOLL EMILY,3675,578,10227.310000000001,122.5,857.5
FELTCRAFT DOLL MARIA,1343,276,3684.9100000000003,44.766666666666666,313.3666666666667
FELTCRAFT DOLL MOLLY,7203,701,19332.93,240.1,1680.7
FELTCRAFT DOLL ROSIE,4744,691,13244.460000000001,158.13333333333333,1106.9333333333334
FELTCRAFT GIRL AMELIE KIT,982,255,4799.38,32.733333333333334,229.13333333333333
FELTCRAFT GIRL NICOLE KIT,645,170,3169.79,21.5,150.5
FELTCRAFT HAIRBAND PINK AND BLUE,1975,235,1660.03,65.83333333333333,460.8333333333333
FELTCRAFT HAIRBAND PINK AND PURPLE,2654,242,2170.1,88.46666666666667,619.2666666666667
FELTCRAFT HAIRBAND RED AND BLUE,1791,239,1503.6299999999999,59.7,417.90000000000003
"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,8,81.6,3.2,22.400000000000002
"FELTCRAFT HAIRBAND, S/2, RED/BLUE",204,6,154.67999999999998,6.8,47.6
FELTCRAFT HAIRBANDS PINK + WHITE ,72,6,61.199999999999996,2.4,16.8
FELTCRAFT HAIRBANDS PINK AND WHITE ,1825,214,1549.6899999999998,60.833333333333336,425.83333333333337
FELTCRAFT PRINCESS CHARLOTTE DOLL,3407,621,12407.83,113.56666666666666,794.9666666666667
FELTCRAFT PRINCESS LOLA DOLL,3039,597,11094.51,101.3,709.1
FELTCRAFT PRINCESS OLIVIA DOLL,2195,414,7965.29,73.16666666666667,512.1666666666667
FENG SHUI PILLAR CANDLE,6268,118,1190.92,208.93333333333334,1462.5333333333333
FILIGREE DIAMANTE CHAIN,4,2,51.0,0.13333333333333333,0.9333333333333333
FILIGREE DIAMANTE EARRINGS,21,11,89.25,0.7,4.8999999999999995
FILIGREE HEART BIRD WHITE ,1397,78,1726.3,46.56666666666667,325.9666666666667
FILIGREE HEART BUTTERFLY WHITE ,1592,87,1947.06,53.06666666666667,371.4666666666667
FILIGREE HEART DAISY WHITE,1199,71,1478.59,39.96666666666667,279.76666666666665
FILIGREE WALL MIRROR  ANTIQUE WHITE,92,26,848.8,3.066666666666667,21.46666666666667
FILIGRIS HEART WITH BUTTERFLY,10622,482,12849.14,354.06666666666666,2478.4666666666667
FINE SILVER NECKLACE W PASTEL FLOWE,35,13,228.75,1.1666666666666667,8.166666666666668
FINE WICKER HEART ,4612,345,5541.56,153.73333333333332,1076.1333333333332
FIRE POLISHED GLASS BRACELET BLACK,14,3,52.5,0.4666666666666667,3.2666666666666666
FIRE POLISHED GLASS BRACELET GREEN,22,5,82.5,0.7333333333333333,5.133333333333333
FIRE POLISHED GLASS BRACELET MONTAN,13,3,48.75,0.43333333333333335,3.033333333333333
FIRE POLISHED GLASS BRACELET RED,7,2,26.25,0.23333333333333334,1.6333333333333333
FIRE POLISHED GLASS NECKL BRONZE,11,7,65.45,0.36666666666666664,2.5666666666666664
FIRE POLISHED GLASS NECKL GOLD,6,4,35.7,0.2,1.4000000000000001
FIRE POLISHED GLASS NECKL GREEN,17,7,101.15,0.5666666666666667,3.966666666666667
FIRE POLISHED GLASS NECKL SILVER,7,3,41.65,0.23333333333333334,1.6333333333333333
FIRST AID TIN,3370,442,10675.6,112.33333333333333,786.3333333333333
FIRST CLASS HOLIDAY PURSE ,697,25,394.27000000000004,23.233333333333334,162.63333333333333
FIRST CLASS LUGGAGE TAG ,339,84,414.63,11.3,79.10000000000001
FIRST CLASS PASSPORT COVER ,452,74,863.8800000000001,15.066666666666666,105.46666666666667
FIVE CATS HANGING DECORATION,450,96,1324.0200000000002,15.0,105.0
FIVE HEART HANGING DECORATION,1461,286,4281.150000000001,48.7,340.90000000000003
FLAG OF ST GEORGE ,381,44,628.65,12.7,88.89999999999999
FLAG OF ST GEORGE CAR FLAG,978,46,389.76,32.6,228.20000000000002
FLAG OF ST GEORGE CHAIR,73,14,352.75,2.433333333333333,17.03333333333333
FLAMES SUNGLASSES PINK LENSES,71,19,131.25,2.3666666666666667,16.566666666666666
FLAMINGO LIGHTS,527,76,2416.85,17.566666666666666,122.96666666666667
FLAT GLASS  BAUBLE WHITE FLOCK ,36,5,51.0,1.2,8.4
FLAT PALM T-LIGHT HOLDER,133,24,156.65,4.433333333333334,31.033333333333335
FLOOR CUSHION ELEPHANT CARNIVAL,104,47,908.8,3.466666666666667,24.266666666666666
FLOOR LAMP SHADE WOOD BASE,113,22,909.63,3.7666666666666666,26.366666666666667
FLORAL BATHROOM SET,2315,37,1043.01,77.16666666666667,540.1666666666667
FLORAL BLUE MONSTER,82,26,332.0,2.7333333333333334,19.133333333333333
FLORAL DINOSAUR GREEN,26,12,110.5,0.8666666666666667,6.066666666666666
FLORAL ELEPHANT SOFT TOY,879,116,3434.25,29.3,205.1
FLORAL FOLK STATIONERY SET,2051,282,3171.4,68.36666666666666,478.5666666666666
FLORAL PINK MONSTER,112,25,408.48,3.7333333333333334,26.133333333333333
FLORAL SOFT CAR TOY,123,34,461.25,4.1,28.699999999999996
FLOWER BLUE CLOCK W/SUCKER,80,15,68.0,2.6666666666666665,18.666666666666664
FLOWER BLUE CLOCK WITH SUCKER,116,8,33.64,3.8666666666666667,27.066666666666666
FLOWER BROOCH 4 ASSORTED COLOURS,5,3,24.75,0.16666666666666666,1.1666666666666665
FLOWER BURST SILVER RING CRYSTAL,91,21,316.25,3.033333333333333,21.233333333333334
FLOWER BURST SILVER RING GREEN,15,8,56.25,0.5,3.5
FLOWER BURST SILVER RING MIDN'T BLU,25,11,93.75,0.8333333333333334,5.833333333333334
FLOWER BURST SILVER RING OPAL,36,14,135.0,1.2,8.4
FLOWER BURST SILVER RING ROSE,18,7,67.5,0.6,4.2
FLOWER DES BLUE HANDBAG/ORANG HANDL,3,2,11.25,0.1,0.7000000000000001
FLOWER FAIRY 5 DRAWER LINERS,59,20,150.45,1.9666666666666666,13.766666666666666
FLOWER FAIRY 5 SUMMER DRAW LINERS,6,1,15.299999999999999,0.2,1.4000000000000001
FLOWER FAIRY INCENSE BOUQUET,1253,36,584.87,41.766666666666666,292.3666666666667
FLOWER FAIRY INCENSE LAVENDER,4541,16,892.91,151.36666666666667,1059.5666666666666
FLOWER FAIRY INCENSE LILY,709,13,333.61,23.633333333333333,165.43333333333334
FLOWER FAIRY INCENSE ROSE,3124,15,661.23,104.13333333333334,728.9333333333334
"FLOWER FAIRY MUG+COASTER,LAVENDER",11,8,41.25,0.36666666666666664,2.5666666666666664
"FLOWER FAIRY MUG+COASTER,ROSE",6,1,22.5,0.2,1.4000000000000001
FLOWER FAIRY OIL BURNER SET ROSE,588,13,750.0,19.6,137.20000000000002
FLOWER FAIRY OIL BURNER SET SUMMER,533,13,693.25,17.766666666666666,124.36666666666666
FLOWER FAIRY POTPOURRI CUSHION LILY,292,5,201.24,9.733333333333333,68.13333333333333
FLOWER FAIRY SET 3 CANDLES LAVENDER,302,29,660.9,10.066666666666666,70.46666666666667
FLOWER FAIRY SET OF 3 LILY CANDLES,206,8,417.7,6.866666666666666,48.06666666666666
FLOWER FAIRY SUMMER BOUQUET SACHET,355,23,149.1,11.833333333333334,82.83333333333334
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",241,61,614.55,8.033333333333333,56.233333333333334
FLOWER GARLAND NECKLACE RED,21,14,166.95000000000002,0.7,4.8999999999999995
"FLOWER GLASS GARLAND NECKL.36""BLACK",34,12,270.3,1.1333333333333333,7.933333333333334
"FLOWER GLASS GARLAND NECKL.36""BLUE",22,8,174.9,0.7333333333333333,5.133333333333333
"FLOWER GLASS GARLAND NECKL.36""GREEN",17,9,135.15,0.5666666666666667,3.966666666666667
"FLOWER GLASS GARLD NECKL36""AMETHYST",18,11,143.1,0.6,4.2
"FLOWER GLASS GARLD NECKL36""TURQUOIS",13,4,103.35000000000001,0.43333333333333335,3.033333333333333
FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,20,207.06,16.433333333333334,115.03333333333333
FLOWER PURPLE CLOCK W/SUCKER,17,7,14.45,0.5666666666666667,3.966666666666667
FLOWER PURPLE CLOCK WITH SUCKER,15,3,4.35,0.5,3.5
FLOWER SHOP DESIGN MUG,1,1,1.65,0.03333333333333333,0.23333333333333334
FLOWER VINE RAFFIA FOOD COVER,1011,266,3687.1800000000003,33.7,235.90000000000003
FLOWER WINDMILL,219,18,255.51000000000002,7.3,51.1
FLOWERS  STICKERS,1102,98,787.36,36.733333333333334,257.1333333333333
FLOWERS AND BIRDS WALL PLAQUE,2,1,15.9,0.06666666666666667,0.4666666666666667
FLOWERS CHANDELIER T-LIGHT HOLDER,863,36,2770.91,28.766666666666666,201.36666666666667
FLOWERS HANDBAG blue and orange,49,3,61.25,1.6333333333333333,11.433333333333334
FLOWERS TILE COASTER,1077,48,461.63,35.9,251.29999999999998
FLOWERS TILE HOOK,489,24,203.34,16.3,114.10000000000001
FLOWERS WALL THERMOMETER,75,3,130.04999999999998,2.5,17.5
FLUTED ANTIQUE CANDLE HOLDER,2951,171,2421.25,98.36666666666666,688.5666666666666
FLYING PIG WATERING CAN,444,92,1093.8000000000002,14.8,103.60000000000001
FLYING SAUCER TABLE LIGHT IN WHITE,191,7,563.45,6.366666666666666,44.56666666666666
FOLDING BUTTERFLY MIRROR HOT PINK ,1838,128,1427.16,61.266666666666666,428.8666666666667
FOLDING BUTTERFLY MIRROR IVORY ,735,100,597.78,24.5,171.5
FOLDING BUTTERFLY MIRROR RED  ,1252,89,961.28,41.733333333333334,292.1333333333333
FOLDING CAMPING SCISSOR W/KNIF & S,32,4,3.84,1.0666666666666667,7.466666666666667
FOLDING MIRROR HOT PINK ,156,5,118.91999999999999,5.2,36.4
FOLDING MIRROR IVORY ,18,2,14.939999999999998,0.6,4.2
FOLDING MIRROR RED  ,18,2,14.939999999999998,0.6,4.2
FOLDING SHIRT TIDY,1,1,4.65,0.03333333333333333,0.23333333333333334
FOLDING SHOE TIDY,48,8,132.0,1.6,11.200000000000001
FOLDING UMBRELLA  CHOC/WHITE  SPOT,524,40,2023.8,17.466666666666665,122.26666666666665
FOLDING UMBRELLA  CREAM/MULTI  SPOT,372,47,1193.4,12.4,86.8
FOLDING UMBRELLA  PINK/WHITE  SPOT,578,43,1493.1,19.266666666666666,134.86666666666667
FOLDING UMBRELLA  WHITE/RED  SPOT,259,26,922.0500000000001,8.633333333333333,60.43333333333333
"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,62,3015.6,25.6,179.20000000000002
